Xpath;Nome;Definição;Tipo de Dado;Tamanho;Mandatoriedade;Obrigatório por Regulação;Formato;Domínio;Mínimo de Ocorrências;Máximo de Ocorrências;Restrições;Nulidade;Tipo de Dado Json;Exemplo;Tamanho mínimo
/data/society/products/ageAdjustment;ageAdjustment;Reenquadramento etário;Objeto;;Opcional;Obrigatório;;;0;1;"";Não permitido;object;;
/data/society/products/ageAdjustment/criterias;criterias;Critério para reenquadramento etário;Lista;;Obrigatório;Obrigatório;;"APOS_PERIODO_ANOS 
CADA_PERIODO_ANOS 
MUDANCA_FAIXA_ETARIA 
NAO_APLICAVEL 
NA";1;2147483647;"";Não permitido;array;APOS_PERIODO_ANOS;
/data/society/products/ageAdjustment/frequency;frequency;Período em anos, caso critério de reenquadramento após ou a cada período em anos.;Inteiro;;Obrigatório;Obrigatório;;;1;1;"";Não permitido;integer;10;
/data/society/products/financialRegimeContractType;financialRegimeContractType;"Listagem de regime financeiro para cada combinação de modalidade/cobertura do produto indicando:
  1. Repartição simples
  2. Repartição Capitais Cobertura
  3. Capitalização
";Texto;;Opcional;Obrigatório;;"REPARTICAO_SIMPLES 
REPARTICAO_CAPITAIS 
CAPITALIZACAO";0;1;"";Não permitido;string;REPARTICAO_SIMPLES;
/data/society/products/reclaim;reclaim;Resgate;Objeto;;Opcional;Obrigatório;;;0;1;"";Não permitido;object;;
/data/society/products/reclaim/table;table;Percentual de resgate para PMBaC para cada conjunto aplicável;Lista;;Opcional;Opcional;;;1;2147483647;"";Não permitido;array;;
/data/society/products/reclaim/table/initialMonthRange;initialMonthRange;Mês inicial do range;Inteiro;;Obrigatório;Obrigatório;;;1;1;"";Não permitido;integer;1;
/data/society/products/reclaim/table/finalMonthRange;finalMonthRange;Mês final do range;Inteiro;;Obrigatório;Obrigatório;;;1;1;"";Não permitido;integer;12;
/data/society/products/reclaim/table/percentage;percentage;Percentual de faixa de resgate.;Texto;9;Obrigatório;Obrigatório;^(\d{1}\.\d{6})$|^(-1.000000)$;;1;1;"";Não permitido;string;0.019800;8
/data/society/products/reclaim/gracePeriod;gracePeriod;Período de carência;Objeto;;Obrigatório;Obrigatório;;;1;1;"";Não permitido;object;;
/data/society/products/reclaim/gracePeriod/amount;amount;Informar o prazo de carência;Inteiro;;Opcional;Obrigatório;;;0;1;"";Não permitido;integer;90;
/data/society/products/reclaim/gracePeriod/unit;unit;"Informar o critério de carência para resgate:
1. Dias;
2. Meses;
";Texto;;Opcional;Obrigatório;;"DIAS 
MESES";0;1;"";Não permitido;string;MESES;
/data/society/products/reclaim/differenciatedPercentage;differenciatedPercentage;Campo aberto (possibilidade de incluir URL);"";1024;Opcional;Opcional;;;0;1;"";Não permitido;;"https://openinsurance.com.br/aaa’
Obs.: Exceção de cobertura ou critério definido acima será descrito aqui na URL
Exemplo: Cobertura X: a partir de 25 meses = 100%
";
/data/society/products/otherGuaranteedValues;otherGuaranteedValues;"1. Saldamento
2. Benefício Prolongado
";Texto;;Opcional;Obrigatório;;"SALDAMENTO 
BENEFICIO_PROLONGADO";0;1;"";Não permitido;string;SALDAMENTO;
/data/society/products/contributionPayment;contributionPayment;Pagamento da contribuição.;Objeto;;Obrigatório;Obrigatório;;;1;1;"";Não permitido;object;;
/data/society/products/contributionPayment/contributionPaymentMethod;contributionPaymentMethod;"Forma de pagamento da contribuição.
 - CARTAO_CREDITO
 - CARTAO_DEBITO
 - DEBITO_CONTA
 - DEBITO_CONTA_POUPANCA
 - BOLETO_BANCARIO
 - PIX
 - TED_DOC
 - CONSIGNACAO_FOLHA_PAGAMENTO
 - PONTOS_PROGRAMA_BENEFICIO
 - OUTROS
";Texto;;Opcional;Obrigatório;;"CARTAO_CREDITO 
CARTAO_DEBITO 
DEBITO_CONTA 
DEBITO_CONTA_POUPANCA 
BOLETO_BANCARIO 
PIX 
TED_DOC 
CONSIGNACAO_FOLHA_PAGAMENTO 
PONTOS_PROGRAMA_BENEFICIO 
OUTROS";0;1;"";Não permitido;string;CARTAO_CREDITO;
/data/society/products/contributionPayment/contributionPaymentMethodAdditionalInfo;contributionPaymentMethodAdditionalInfo;"Campo livre para preenchimento das informações adicionais referente ao contributionPaymentMethod.

[Restrição] Obrigatório quando 'contributionPaymentMethod' for igual 'OUTROS'. 
";Texto;140;Condicional;Obrigatório;[\w\W\s]*;;0;1;" Obrigatório quando 'contributionPaymentMethod' for igual 'OUTROS'. 
";Não permitido;string;Informações adicionais;1
/data/society/products/contributionPayment/contributionPeriodicity;contributionPeriodicity;"Periodicidade de pagamento da contribuição.
- MENSAL
- UNICA
- ANUAL
- TRIMESTRAL
- SEMESTRAL
- BIMESTRAL
- OUTROS
";Texto;;Opcional;Obrigatório;;"MENSAL 
UNICA 
ANUAL 
TRIMESTRAL 
SEMESTRAL 
BIMESTRAL 
OUTROS";0;1;"";Não permitido;string;MENSAL;
/data/society/products/contributionPayment/contributionPeriodicityAdditionalInfo;contributionPeriodicityAdditionalInfo;"Campo livre para preenchimento das informações adicionais referente ao contributionPaymentMethod.

[Restrição] Obrigatório quando 'contributionPeriodicity' for igual 'OUTROS'.
";Texto;140;Condicional;Obrigatório;[\w\W\s]*;;0;1;" Obrigatório quando 'contributionPeriodicity' for igual 'OUTROS'.
";Não permitido;string;Informações adicionais;1
/data/society/products/contributionTax;contributionTax;Distribuição de frequência relativa aos valores referentes às taxas cobradas;Texto;;Opcional;Opcional;;;0;1;"";Não permitido;string;;
/data/society/products/minimumRequirement;minimumRequirement;Requisitos mínimos;Objeto;;Obrigatório;Obrigatório;;;1;1;"";Não permitido;object;;
/data/society/products/minimumRequirement/contractType;contractType;"O tipo de serviço contratado. A considerar os domínios abaixo:
1. Coletivo;
2. Individual.
";Texto;;Opcional;Obrigatório;;"COLETIVO 
INDIVIDUAL";0;1;"";Não permitido;string;COLETIVO;
/data/society/products/minimumRequirement/contractingMinRequirement;contractingMinRequirement;Campo aberto contendo todos os requisitos mínimos para contratação (possibilidade de incluir URL).;Texto;1024;Obrigatório;Obrigatório;;;1;1;"";Não permitido;string;https://openinsurance.com.br/aaa;1
/data/society/products/targetAudience;targetAudience;"A considerar os domínios abaixo:

  1. Pessoa Natural
  2. Pessoa Jurídica
  3. Ambas (Pessoa Natural e Jurídica)
";Texto;;Opcional;Obrigatório;;"PESSOA_NATURAL 
PESSOA_JURIDICA 
PESSOA_NATURAL_JURIDICA";0;1;"";Não permitido;string;PESSOA_NATURAL;
